105830539|105830539|BKK IHV
105330431|105330431|BKK KARL MAYER
108633433|108633433|BKK Kassana
108833674|108833674|BKK KBA
106331593|106331593|BKK KEVAG KOBLENZ
108934142|108934142|BKK Krones
105830517|105830517|BKK Linde
108036145|108036145|BKK MAHLE
107923192|107923192|BKK MEDICUS
103726081|103726081|BKK Melitta Plus
106020600|106020600|BKK MEM
105230076|105230076|BKK MERCK
103725364|103725364|BKK Miele
102120076|101520078|BKK MOBIL OIL
106431652|106431652|BKK Pfalz
101520181|101520181|BKK PHOENIX
105723301|105723301|BKK PricewaterhouseCoopers
101931440|101931440|BKK Publik ‐ Partner der BKK Salzgitter
107532042|107532042|BKK Rieker.Ricosta.Weisser
102131240|102131240|BKK RWE
101922757|101922757|BKK Salzgitter
108035576|108035576|BKK Scheufelen
101320043|101320043|BKK Schleswig‐Holstein
107531187|107531187|BKK Schwarzwald‐Baar‐Heuberg
109132678|109132678|BKK STADT AUGSBURG
102031410|102031410|BKK Technoform
108632900|108632900|BKK Textilgruppe Hof
103526615|103526615|BKK VDN
107832012|107832012|BKK VerbundPlus
109723913|109723913|BKK Verkehrsbau Union (VBU)
104229606|104229606|BKK VICTORIA ‐ D.A.S.
106432038|106432038|BKK VITAL
108031424|108031424|BKK Voralb HELLER*LEUZE*TRAUB
103524407|104526376|BKK vor Ort
105530126|105530126|BKK Werra‐Meissner
107836243|107836243|BKK Wieland‐Werke
105734543|105734543|BKK Wirtschaft und Finanzen
108036577|108036577|BKK Würth
106329566|107829563|BKK ZF und Partner
109034270|109034270|BMW BKK
108036123|108036123|Bosch BKK
100820488|100820488|Brandenburgische BKK
101523446|103523440|Continentale Betriebskrankenkasse
108030775|108030775|Daimler BKK
100167999|101560000|DAK‐Gesundheit
100567993|101560000|DAK‐Gesundheit
100967997|101560000|DAK‐Gesundheit
101367993|101560000|DAK‐Gesundheit
101567995|101560000|DAK‐Gesundheit
101767997|101560000|DAK‐Gesundheit
103067994|101560000|DAK‐Gesundheit
103467998|101560000|DAK‐Gesundheit
104067996|101560000|DAK‐Gesundheit
105067999|101560000|DAK‐Gesundheit
105167990|101560000|DAK‐Gesundheit
106267993|101560000|DAK‐Gesundheit
106767998|101560000|DAK‐Gesundheit
107267995|101560000|DAK‐Gesundheit
108367998|101560000|DAK‐Gesundheit
109367990|101560000|DAK‐Gesundheit
109567992|101560000|DAK‐Gesundheit
106329225|106329225|Debeka BKK
101939006|109939003|Deutsche BKK
104926702|104926702|DIE BERGISCHE KRANKENKASSE
107536262|107536262|Die Schwenninger Betriebskrankenkasse
102129930|102129930|energie‐BKK
104525057|104525057|E.ON BKK
105732324|105732324|Ernst und Young BKK
101520329|101520329|ESSO BKK
100171007|101570104|Hanseatische Krankenkasse
100571001|101570104|Hanseatische Krankenkasse
100971005|101570104|Hanseatische Krankenkasse
101371001|101570104|Hanseatische Krankenkasse
101571003|101570104|Hanseatische Krankenkasse
101771005|101570104|Hanseatische Krankenkasse
103071002|101570104|Hanseatische Krankenkasse
103471006|101570104|Hanseatische Krankenkasse
104071004|101570104|Hanseatische Krankenkasse
105071007|101570104|Hanseatische Krankenkasse
105171008|101570104|Hanseatische Krankenkasse
106271001|101570104|Hanseatische Krankenkasse
106771006|101570104|Hanseatische Krankenkasse
107271003|101570104|Hanseatische Krankenkasse
108371006|101570104|Hanseatische Krankenkasse
109371008|101570104|Hanseatische Krankenkasse
109571000|101570104|Hanseatische Krankenkasse
105230101|105230101|HEAG BKK
103724238|103724238|Heimat Krankenkasse
103086806|103170002|hkk Erste Gesundheit
108428980|108428980|HypoVereinsbank BKK
100602360|100602360|IKK Brandenburg und Berlin
101500154|107202793|IKK classic
103500693|107202793|IKK classic
105903116|107202793|IKK classic
107202793|107202793|IKK classic
108001963|107202793|IKK classic
101202961|101202961|IKK gesund plus
101300129|101300129|IKK Nord
109303301|109303301|IKK Südwest
100175502|102171012|Kaufmännische Krankenkasse ‐ KKH
100575506|102171012|Kaufmännische Krankenkasse ‐ KKH
100975500|102171012|Kaufmännische Krankenkasse ‐ KKH
101375506|102171012|Kaufmännische Krankenkasse ‐ KKH
101575508|102171012|Kaufmännische Krankenkasse ‐ KKH
101775500|102171012|Kaufmännische Krankenkasse ‐ KKH
103075507|102171012|Kaufmännische Krankenkasse ‐ KKH
103475501|102171012|Kaufmännische Krankenkasse ‐ KKH
104075509|102171012|Kaufmännische Krankenkasse ‐ KKH
105075502|102171012|Kaufmännische Krankenkasse ‐ KKH
105175503|102171012|Kaufmännische Krankenkasse ‐ KKH
106275506|102171012|Kaufmännische Krankenkasse ‐ KKH
106775501|102171012|Kaufmännische Krankenkasse ‐ KKH
107275508|102171012|Kaufmännische Krankenkasse ‐ KKH
108375501|102171012|Kaufmännische Krankenkasse ‐ KKH
109375503|102171012|Kaufmännische Krankenkasse ‐ KKH
109575505|102171012|Kaufmännische Krankenkasse ‐ KKH
103505006|109905003|Knappschaft
105508890|105508890|Krankenkasse für den Gartenbau
108008880|108008880|LKK Baden‐Württemberg
108609148|108608820|LKK Franken und Oberbayern
105508787|105508787|LKK Hessen, Rheinland‐Pfalz und Saarland
106408802|105508787|LKK Hessen, Rheinland‐Pfalz und Saarland
109308818|105508787|LKK Hessen, Rheinland‐Pfalz und Saarland
100609049|100609049|LKK Mittel‐ und Ostdeutschland
109008837|109008837|LKK Niederbayern, Oberpfalz und Schwaben
102108731|102108731|LKK Niedersachsen‐Bremen
103708773|103708773|LKK Nordrhein‐Westfalen Münster
101308719|101308719|LKK Schleswig‐Holstein und Hamburg
108035612|108035612|mhplus Betriebskrankenkasse
101522116|104491707|Novitas BKK
106492393|106492393|pronova BKK
105823040|105823040|R+V BKK
105330168|105330168|Salus BKK ‐ Die Gutfühlversicherung
101392255|101320032|SECURVITA BKK
101520147|101520147|Shell BKK/LIFE
108033244|108433248|Siemens‐Betriebskrankenkasse (SBK)
108833505|108833505|SKD BKK
106936311|106936311|Südzucker‐BKK
100177504|101575519|Techniker Krankenkasse
100577508|101575519|Techniker Krankenkasse
100977502|101575519|Techniker Krankenkasse
101377508|101575519|Techniker Krankenkasse
101577500|101575519|Techniker Krankenkasse
101777502|101575519|Techniker Krankenkasse
103077509|101575519|Techniker Krankenkasse
103477503|101575519|Techniker Krankenkasse
104077501|101575519|Techniker Krankenkasse
105077504|101575519|Techniker Krankenkasse
105177505|101575519|Techniker Krankenkasse
106277508|101575519|Techniker Krankenkasse
106777503|101575519|Techniker Krankenkasse
107277500|101575519|Techniker Krankenkasse
108377503|101575519|Techniker Krankenkasse
109377505|101575519|Techniker Krankenkasse
109577507|101575519|Techniker Krankenkasse
102137985|102137985|TUI BKK
104926494|104926494|Vaillant BKK
105330191|105330191|Vereinigte BKK
108036441|108036441|WMF BKK
